UniqueID,Vehicle Class,Engine Size(L),Cylinders,Transmission,Number of Gear,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
1612,9007184102816391850,SUV,2.0,4,M,6.0,X,11.4,8.5,10.1,28,232
1613,1112076548439031456,SUV,2.4,4,A,6.0,X,11.3,8.3,10.0,28,230
1614,3220083491034264558,SUV,2.0,4,A,6.0,X,11.4,9.3,10.4,27,239
1615,5287785731803012097,SUV,2.4,4,A,6.0,X,11.6,9.3,10.6,27,244
1616,6140793733064386138,COMPACT,1.6,4,A,6.0,X,8.6,6.6,7.7,37,177
1617,5107454243434200851,COMPACT,1.6,4,M,6.0,X,9.0,6.7,8.0,35,184
1618,3570298802023445636,COMPACT,1.6,4,A,6.0,X,9.9,7.6,8.8,32,202
1619,7467234262652088534,COMPACT,1.6,4,M,6.0,X,9.7,7.0,8.5,33,196
1620,6791092221754544977,MID-SIZE,3.7,6,A,7.0,Z,12.0,8.1,10.3,27,237
1621,1988522908018091089,MID-SIZE,3.7,6,A,7.0,Z,12.5,8.7,10.8,26,248
1622,2559958152588630034,COMPACT,3.5,6,A,7.0,Z,8.2,6.7,7.5,38,172
1623,3417952218569370841,COMPACT,3.5,6,A,7.0,Z,8.7,7.5,8.2,34,189
1624,5570418187739872668,COMPACT,3.7,6,A,7.0,Z,12.4,8.7,10.7,26,246
1625,2825743799141330151,COMPACT,3.7,6,M,6.0,Z,13.6,9.3,11.6,24,267
1626,2122445735939086061,COMPACT,3.7,6,A,7.0,Z,13.3,9.4,11.5,25,264
1627,421426254077100661,COMPACT,3.7,6,A,7.0,Z,13.6,9.3,11.7,24,269
1628,4894003118836049333,COMPACT,3.7,6,M,6.0,Z,14.3,9.8,12.3,23,283
1629,1875327533899593484,MID-SIZE,3.7,6,A,7.0,Z,12.8,8.9,11.0,26,253
1630,3335231512078481908,MID-SIZE,5.6,8,A,7.0,Z,14.8,9.5,12.4,23,285
1631,3843729590496825521,MID-SIZE,3.7,6,A,7.0,Z,13.2,9.6,11.6,24,267
1632,7793457164357816474,MID-SIZE,5.6,8,A,7.0,Z,15.0,10.2,12.9,22,297
1633,7345229468012994973,MID-SIZE,3.5,6,A,7.0,Z,8.0,6.9,7.5,38,172
1634,8876842808362386479,,3.7,6,A,7.0,Z,13.7,9.7,11.9,24,274
1635,9193520831582921029,SUV,3.5,6,A,7.0,Z,11.4,8.5,10.1,28,232
1636,7219869543724131761,SUV,3.5,6,A,7.0,Z,12.2,8.9,10.7,26,246
1637,4399942263688279387,SUV,2.5,4,A,7.0,X,8.9,8.4,8.7,32,200
1638,4649561128992620571,SUV,3.7,6,A,7.0,Z,14.6,10.7,12.8,22,294
1639,6657212256729071951,SUV,5.6,8,A,7.0,Z,16.9,11.9,14.7,19,338
1640,7209946822004883982,TWO-SEATER,3.0,6,A,8.0,Z,11.8,8.4,10.3,27,237
1641,8853471553143365001,TWO-SEATER,3.0,6,A,8.0,Z,11.8,8.4,10.3,27,237
1642,4280043085397475738,TWO-SEATER,3.0,6,A,8.0,Z,12.2,8.7,10.6,27,244
1643,7410602817590410902,TWO-SEATER,3.0,6,A,8.0,Z,12.2,8.7,10.6,27,244
1644,1153602441784874316,TWO-SEATER,5.0,8,A,8.0,Z,15.0,10.2,12.8,22,294
1645,7838075138090288176,TWO-SEATER,5.0,8,A,8.0,Z,15.0,10.2,12.8,22,294
1646,5352485639436316062,MID-SIZE,2.0,4,A,8.0,Z,12.3,8.2,10.5,27,242
1647,5451874544080391090,MID-SIZE,3.0,6,A,8.0,Z,13.9,8.8,11.6,24,267
1648,5926446674282809291,MID-SIZE,5.0,8,A,8.0,Z,15.7,10.3,13.2,21,304
1649,526239177420658777,MID-SIZE,5.0,8,A,8.0,E,21.3,14.1,18.1,16,290
1650,5514179092197066039,MID-SIZE,5.0,8,A,8.0,Z,15.7,10.3,13.2,21,304
1651,518822351643110979,FULL-SIZE,3.0,6,A,8.0,Z,14.6,9.6,12.4,23,285
1652,5541869634763082676,FULL-SIZE,5.0,8,A,8.0,Z,15.8,10.2,13.3,21,306
1653,8215701358166618438,FULL-SIZE,5.0,8,A,8.0,E,20.6,13.6,17.5,16,280
1654,268556293116321009,FULL-SIZE,3.0,6,A,8.0,Z,14.7,9.6,12.5,23,288
1655,5545050677005596958,FULL-SIZE,5.0,8,A,8.0,Z,15.8,10.2,13.3,21,306
1656,2241011991621326970,FULL-SIZE,5.0,8,A,8.0,E,20.6,13.6,17.5,16,280
1657,6056223341989513210,FULL-SIZE,5.0,8,A,8.0,Z,15.8,10.2,13.3,21,306
1658,8253862324613806485,FULL-SIZE,5.0,8,A,8.0,Z,15.8,10.2,13.3,21,306
1659,2459140605623254537,COMPACT,5.0,8,A,6.0,Z,15.9,10.9,13.6,21,313
1660,2521346372552608030,COMPACT,5.0,8,A,6.0,Z,15.6,10.9,13.4,21,308
1661,4571628404028168576,COMPACT,5.0,8,A,6.0,Z,15.9,10.9,13.6,21,313
1662,7744796170966375518,COMPACT,5.0,8,A,6.0,Z,15.6,10.9,13.4,21,308
1663,4136306133809115072,SUV,2.4,4,A,9.0,X,10.9,7.7,9.5,30,218
1664,6958102490552357418,SUV,2.4,4,A,9.0,X,10.9,7.7,9.5,30,218
1665,7060564734608610500,SUV,2.4,4,A,9.0,E,15.2,10.2,12.9,22,206
1666,174384573301108075,SUV,3.2,6,A,9.0,X,11.4,8.1,9.9,29,228
1667,7709784984909404561,SUV,2.4,4,A,9.0,X,11.3,8.3,10.0,28,230
1668,7250154386921430975,SUV,2.4,4,A,9.0,X,11.3,8.3,10.0,28,230
1669,8711496359278907189,SUV,2.4,4,A,9.0,E,15.9,11.0,13.7,21,219
1670,967646274168063388,SUV,3.2,6,A,9.0,X,11.6,8.5,10.2,28,235
1671,2513753333499822980,SUV,2.4,4,A,9.0,X,11.4,8.6,10.1,28,232
1672,2988226733599622126,SUV,3.2,6,A,9.0,X,12.6,8.9,10.9,26,251
1673,5307113944471298587,SUV,2.4,4,A,9.0,X,12.1,9.4,10.9,26,251
1674,4023630991449559826,SUV,3.2,6,A,9.0,X,12.2,9.0,10.8,26,248
1675,5998485565959245793,SUV,2.0,4,A,,X,10.7,8.8,9.9,29,228
1676,8271872693895046277,SUV,2.0,4,M,5.0,X,10.2,7.8,9.2,31,212
1677,6215955434243358607,SUV,2.4,4,A,6.0,X,11.2,8.6,10.0,28,230
1678,2666909860785083459,SUV,2.4,4,M,5.0,X,10.2,8.2,9.3,30,214
1679,6650661410189651674,SUV,2.4,4,A,6.0,X,11.4,8.7,10.2,28,235
1680,8450315511321227359,SUV,2.4,4,M,5.0,X,10.6,8.6,9.7,29,223
1681,172333008139162043,SUV,2.4,4,A,,X,11.7,10.3,11.1,25,255
1682,698529360035040403,SUV,3.0,6,A,8.0,D,11.2,8.4,9.9,29,267
1683,9155036769027843821,SUV,3.6,6,A,8.0,X,13.9,9.8,12.1,23,278
1684,335352818922253026,SUV,3.6,6,A,8.0,E,17.7,13.0,15.6,18,250
1685,5193004946192953758,SUV,5.7,8,A,8.0,X,17.3,11.5,14.7,19,338
1686,6436835241299974099,SUV,6.4,8,A,8.0,Z,18.5,12.6,15.8,18,363
1687,4629047409257526875,SUV,2.0,4,A,,X,10.7,8.8,9.9,29,228
1688,4152656390640463822,SUV,2.0,4,M,5.0,X,10.2,7.8,9.2,31,212
1689,2485467388395380688,SUV,2.4,4,A,6.0,X,11.2,8.6,10.0,28,230
1690,7321437789528093953,SUV,2.4,4,M,5.0,X,10.2,8.2,9.3,30,214
1691,3507937531778324648,SUV,2.4,4,A,6.0,X,11.4,8.7,10.2,28,235
1692,7409200696907794184,SUV,2.4,4,M,5.0,X,10.6,8.6,9.7,29,223
1693,3074069424347136205,SUV,2.4,4,A,,X,11.7,10.3,11.1,25,255
1694,1992097772772763531,SUV,1.4,4,M,6.0,X,9.9,7.5,8.8,32,202
1695,4049213039496511480,SUV,2.4,4,A,9.0,X,10.8,7.7,9.4,30,216
1696,3752827375249926780,SUV,2.4,4,A,9.0,E,14.2,9.9,12.2,23,195
1697,5813324315465702128,SUV,1.4,4,M,6.0,X,9.9,7.5,8.8,32,202
1698,7693819644384659876,SUV,2.4,4,A,9.0,X,11.2,8.0,9.8,29,225
1699,5846031012089194305,SUV,3.6,6,A,5.0,X,14.1,11.1,12.8,22,294
1700,270258998032194967,SUV,3.6,6,M,6.0,X,14.2,11.0,12.8,22,294
1701,3470250946770062683,SUV,3.6,6,A,5.0,X,14.8,11.7,13.4,21,308
1702,8199960581865812110,SUV,3.6,6,M,6.0,X,15.0,11.4,13.4,21,308
1703,9214440719893885040,FULL-SIZE,3.3,6,A,6.0,X,12.7,8.4,10.7,26,246
1704,4502750233317525832,MID-SIZE,1.8,4,A,6.0,X,8.8,6.1,7.6,37,175
1705,8593342998851371542,MID-SIZE,1.8,4,M,6.0,X,9.3,6.3,7.9,36,182
1706,3419854266222331735,MID-SIZE,2.0,4,A,6.0,X,9.7,6.7,8.3,34,191
1707,7542258905545207946,MID-SIZE,2.0,4,M,6.0,X,9.8,6.9,8.5,33,196
1708,235457577233319015,FULL-SIZE,1.6,4,A,6.0,X,11.1,8.0,9.7,29,223
1709,7798928108667518861,FULL-SIZE,1.6,4,M,6.0,X,11.1,8.2,9.8,29,225
1710,8118797832979334705,FULL-SIZE,2.0,4,A,6.0,X,9.5,7.2,8.5,33,196
1711,2176778848974116070,FULL-SIZE,2.0,4,M,6.0,X,9.7,6.9,8.4,34,193
1712,8780143102920647687,COMPACT,1.6,4,A,6.0,X,10.6,7.8,9.4,30,216
1713,3744094424021551306,COMPACT,1.6,4,M,6.0,X,10.8,8.1,9.6,29,221
1714,2175079503105424871,COMPACT,2.0,4,A,6.0,X,9.7,7.1,8.6,33,198
1715,7706375798409689496,COMPACT,2.0,4,M,6.0,X,10.0,7.4,8.8,32,202
1716,253476395527371673,FULL-SIZE,3.8,6,A,8.0,X,13.3,8.9,11.3,25,260
1717,7815791052900189620,FULL-SIZE,5.0,8,A,8.0,Z,15.7,10.3,13.3,21,306
1718,1876934145540777901,MID-SIZE,2.0,4,A,6.0,X,11.7,7.7,9.9,29,228
1719,4522906175325048031,MID-SIZE,2.4,4,A,6.0,X,10.2,6.9,8.7,32,200
1720,2864109474751275244,MID-SIZE,2.4,4,A,6.0,X,6.6,5.9,6.3,45,145
1721,5925206423650312599,MID-SIZE,2.4,4,A,6.0,X,6.7,6.1,6.4,44,147
1722,6449313253570508734,COMPACT,1.6,4,A,6.0,X,8.8,6.3,7.7,37,177
1723,1495819202225907512,COMPACT,1.6,4,M,6.0,X,8.7,6.4,7.7,37,177
1724,7024468190382257483,COMPACT,1.6,4,A,6.0,X,8.5,6.3,7.6,37,175
1725,1572000403747305159,MID-SIZE,2.0,4,A,6.0,X,10.6,7.6,9.3,30,214
1726,1452613822003687323,MID-SIZE,2.0,4,M,6.0,X,10.8,7.4,9.3,30,214
1727,3994355698749067895,,3.3,6,A,6.0,X,13.2,9.7,11.6,24,267
1728,4500443385176219193,,3.3,6,A,6.0,X,12.9,9.5,11.4,25,262
1729,5337344239031837026,,3.3,6,A,6.0,X,14.2,10.5,12.5,23,288
1730,2330920376118525021,SUV,2.4,4,A,6.0,X,11.8,8.7,10.4,27,239
1731,7117331935327656791,SUV,3.3,6,A,6.0,X,12.7,9.0,11.1,25,255
1732,8547831208038200384,SUV,2.4,4,A,6.0,X,12.2,9.4,10.9,26,251
1733,6894699820018886871,SUV,3.3,6,A,6.0,X,13.4,10.0,11.8,24,271
1734,37809429079169104,,1.6,4,A,6.0,X,9.8,7.8,8.9,32,205
1735,5512008316968924721,,1.6,4,M,6.0,X,9.9,7.8,9.0,31,207
1736,4106181988642422720,,2.0,4,A,6.0,X,10.1,7.7,9.0,31,207
1737,3617537434609153703,,2.0,4,A,6.0,X,9.7,7.7,8.8,32,202
1738,3692385206541419262,SUV,2.4,4,A,6.0,X,11.4,8.3,10.0,28,230
1739,5083655516306439095,SUV,2.4,4,M,6.0,X,12.9,9.2,11.3,25,260
1740,4706213660745127472,SUV,2.0,4,A,6.0,X,12.6,9.7,11.3,25,260
1741,8284242243300623802,SUV,2.4,4,A,6.0,X,12.0,9.1,10.7,26,246
1742,2168821502115281614,TWO-SEATER,6.5,12,A,7.0,Z,22.2,12.7,17.9,16,412
1743,7711164707318904968,TWO-SEATER,6.5,12,A,7.0,Z,24.0,14.5,19.7,14,453
1744,1046344746510911246,TWO-SEATER,5.2,10,A,7.0,Z,16.8,11.7,14.5,19,334
1745,7002002674930207200,TWO-SEATER,6.5,12,A,7.0,Z,22.1,13.9,18.4,15,423
1746,3948777571506629434,SUV,2.0,4,A,6.0,Z,13.5,9.9,11.9,24,274
1747,298569151064635452,SUV,3.0,6,A,8.0,Z,16.2,12.1,14.3,20,329
1748,3813856240827247331,SUV,3.0,6,A,8.0,Z,13.9,10.4,12.3,23,283
1749,3117313948117804890,SUV,5.0,8,A,8.0,Z,17.2,12.5,15.1,19,347
1750,9110743558603822986,SUV,5.0,8,A,8.0,E,25.0,16.9,21.4,13,342
1751,8125588697864304033,SUV,5.0,8,A,8.0,Z,17.2,12.5,15.1,19,347
1752,3280265012861693104,SUV,5.0,8,A,8.0,E,25.0,16.9,21.4,13,342
1753,4275500937633515744,SUV,2.0,4,A,9.0,Z,11.3,7.9,9.7,29,223
1754,726646071418344465,SUV,2.0,4,A,9.0,Z,11.3,7.9,9.7,29,223
1755,1837442878355768301,SUV,3.0,6,A,8.0,Z,14.0,10.5,12.4,23,285
1756,1376381484396204508,SUV,5.0,8,A,8.0,Z,16.6,12.3,14.7,19,338
1757,3447381880050267866,SUV,5.0,8,A,8.0,E,24.0,16.6,20.7,14,331
1758,229969715755703131,COMPACT,1.8,4,A,,X,5.5,5.9,5.7,50,131
1759,7271927676773306545,MID-SIZE,2.5,4,A,6.0,X,5.8,6.1,5.9,48,136
1760,7064474701586527036,MID-SIZE,3.5,6,A,6.0,X,11.3,7.5,9.6,29,221
1761,5017399140650577141,MID-SIZE,3.5,6,A,8.0,Z,12.3,8.5,10.6,27,244
1762,5138889953860894983,MID-SIZE,3.5,6,A,6.0,Z,12.6,9.1,11.0,26,253
1763,2279331820084645885,MID-SIZE,3.5,6,A,8.0,Z,8.0,6.9,7.5,38,172
1764,4278923079218632746,SUV,4.6,8,A,6.0,Z,15.7,11.7,13.9,20,320
1765,5669684028915370769,COMPACT,2.5,6,A,6.0,Z,11.1,7.8,9.6,29,221
1766,8349913314817683831,COMPACT,2.5,6,A,6.0,Z,11.8,8.7,10.4,27,239
1767,4196016060049400258,COMPACT,2.5,6,A,6.0,Z,11.2,7.8,9.6,29,221
1768,4462959011953548681,COMPACT,3.5,6,A,8.0,Z,12.3,8.5,10.6,27,244
1769,1754747190224388056,COMPACT,3.5,6,A,6.0,Z,12.6,9.1,11.0,26,253
1770,2821573302018510597,COMPACT,3.5,6,A,6.0,Z,12.2,8.7,10.6,27,244
1771,393247999881750215,MID-SIZE,4.6,8,A,8.0,Z,14.4,9.6,12.3,23,283
1772,5833271561611102184,MID-SIZE,4.6,8,A,8.0,Z,15.2,10.2,12.9,22,297
1773,2977236767240510077,MID-SIZE,4.6,8,A,8.0,Z,15.2,10.2,12.9,22,297
1774,5761320644040650156,MID-SIZE,5.0,8,A,8.0,Z,12.7,10.1,11.5,25,264
1775,8021546808582337267,SUV,5.7,8,A,6.0,Z,19.0,13.6,16.6,17,382
1776,5070595939446292290,SUV,2.0,4,A,6.0,Z,10.6,8.4,9.6,29,221
1777,2826153801550301446,SUV,2.0,4,A,6.0,Z,10.8,8.8,9.9,29,228
1778,7560454767944994314,SUV,2.5,4,A,6.0,X,7.1,7.7,7.4,38,170
1779,1988005833119371275,COMPACT,3.5,6,A,8.0,Z,12.3,8.5,10.6,27,244
1780,5801814532179250791,COMPACT,3.5,6,A,6.0,Z,12.6,9.1,11.0,26,253
1781,8297012613788320357,COMPACT,5.0,8,A,8.0,Z,15.2,9.5,12.6,22,290
1782,6869628743839498490,SUV,3.5,6,A,6.0,X,13.3,9.8,11.7,24,269
1783,720648095057003423,SUV,3.5,6,A,8.0,X,12.7,9.1,11.1,25,255
1784,1550485334219206708,SUV,3.5,6,A,6.0,Z,8.0,8.5,8.2,34,189
1785,6372443846292478744,SUV,2.0,4,A,6.0,X,12.4,9.0,10.9,26,251
1786,7622829295386984874,SUV,2.3,4,A,6.0,X,12.9,9.2,11.2,25,258
1787,8047424511736160517,FULL-SIZE,3.5,6,A,6.0,X,13.9,9.5,11.9,24,274
1788,1296175542536714206,FULL-SIZE,3.7,6,A,6.0,X,13.1,9.0,11.2,25,258
1789,8213481881104289289,SUV,3.5,6,A,6.0,X,14.6,10.4,12.8,22,294
1790,7113919630711443108,,2.0,4,A,6.0,X,11.5,8.4,10.1,28,232
1791,2216238564238731879,,3.7,6,A,6.0,X,14.1,10.0,12.2,23,281
1792,8906475076508135842,SUV,3.7,6,A,6.0,X,13.7,10.3,12.1,23,278
1793,3722410907964385215,MID-SIZE,2.0,4,A,6.0,X,10.5,7.0,8.9,32,205
1794,164425422734985517,MID-SIZE,3.7,6,A,6.0,X,13.1,9.2,11.3,25,260
1795,7059288338614679402,MID-SIZE,2.0,4,A,,X,5.7,6.0,5.8,49,133
1796,2313024320144878690,SUV,3.5,6,A,6.0,X,16.2,11.8,14.2,20,327
1797,4632784485331181661,SUV,3.5,6,A,6.0,X,16.1,12.3,14.4,20,331
1798,9046399962836032250,MID-SIZE,3.0,6,A,8.0,Z,15.2,9.6,12.7,22,292
1799,8777875787550204073,MID-SIZE,3.0,6,A,8.0,Z,15.6,9.5,12.8,22,294
1800,3503073149818352424,COMPACT,4.7,8,A,6.0,Z,18.2,11.4,15.1,19,347
1801,6876239454708873838,COMPACT,4.7,8,A,6.0,Z,18.2,11.6,15.2,19,350
1802,1101851079011625308,FULL-SIZE,3.8,8,A,8.0,Z,17.5,10.7,14.5,19,334
1803,7819900558082853734,FULL-SIZE,3.0,6,A,8.0,Z,15.7,9.7,13.0,22,299
1804,7512935215471516244,SUV,2.0,4,A,6.0,X,8.9,7.3,8.2,34,189
1805,4945828278816357213,SUV,2.0,4,M,6.0,X,9.0,6.8,8.0,35,184
1806,7954729628899555235,SUV,2.5,4,A,6.0,X,9.6,7.4,8.6,33,198
1807,8477209256022981429,SUV,2.0,4,A,6.0,X,9.3,7.6,8.5,33,196
1808,7927003715794392990,SUV,2.5,4,A,6.0,X,9.9,7.9,9.0,31,207
1809,2422763246967617372,SUV,3.7,6,A,6.0,X,14.2,10.0,12.3,23,283
1810,299641813593500403,SUV,3.7,6,A,6.0,X,14.3,10.6,12.7,22,292
1811,9035831644834813950,COMPACT,2.0,4,A,6.0,X,7.9,5.7,6.9,41,159
1812,8979753366510657969,COMPACT,2.0,4,M,6.0,X,8.0,5.8,7.0,40,161
1813,237814233917409305,COMPACT,2.5,4,A,6.0,X,8.4,6.1,7.4,38,170
1814,3898723812722390649,COMPACT,2.5,4,A,6.0,X,8.2,5.9,7.2,39,166
1815,6507649271877207945,COMPACT,2.5,4,M,6.0,X,9.3,6.4,8.0,35,184
1816,5357612982395527442,MID-SIZE,2.0,4,A,6.0,X,8.0,5.9,7.0,40,161
1817,7472518955049015616,MID-SIZE,2.0,4,M,6.0,X,8.2,5.9,7.1,40,163
1818,133206550830341886,MID-SIZE,2.5,4,A,6.0,X,8.7,6.5,7.7,37,177
1819,4181333327629284057,MID-SIZE,2.5,4,A,6.0,X,8.2,6.0,7.2,39,166
1820,2429824694373688188,MID-SIZE,2.5,4,M,6.0,X,9.2,6.6,8.1,35,186
1821,2342381835401884804,,2.5,4,A,5.0,X,10.7,8.2,9.6,29,221
1822,6675628670444846180,,2.5,4,M,6.0,X,11.1,8.3,9.8,29,225
1823,4262358279067903340,MID-SIZE,2.5,4,A,6.0,X,8.8,6.1,7.6,37,175
1824,5049146166465653084,MID-SIZE,2.5,4,M,6.0,X,9.4,6.4,8.1,35,186
1825,4874904426027061738,MID-SIZE,2.5,4,A,6.0,X,8.4,5.9,7.3,39,168
1826,1096006698148520698,TWO-SEATER,2.0,4,A,6.0,Z,11.5,8.5,10.1,28,232
1827,1305847589244207944,TWO-SEATER,2.0,4,M,5.0,Z,10.5,8.5,9.6,29,221
1828,6981772839999071539,TWO-SEATER,2.0,4,M,6.0,Z,11.1,8.4,9.9,29,228
1829,481728353712708599,,2.0,4,A,7.0,Z,9.2,6.6,8.0,35,184
1830,1336283464928568244,,2.0,4,A,7.0,Z,10.0,7.5,8.9,32,205
1831,1496061341738969627,COMPACT,1.8,4,A,7.0,Z,10.9,7.5,9.4,30,216
1832,2904561052585140089,COMPACT,2.0,4,A,7.0,Z,10.1,7.8,9.0,31,207
1833,2261013898664066910,COMPACT,3.5,6,A,7.0,Z,12.1,8.7,10.6,27,244
1834,2866942891016890800,COMPACT,3.5,6,A,7.0,Z,12.1,8.6,10.5,27,242
1835,6440800321585677774,COMPACT,3.0,6,A,7.0,Z,11.1,8.4,9.9,29,228
1836,4706349584041017746,COMPACT,6.2,8,A,7.0,Z,17.9,12.3,15.4,18,354
1837,9151944389781348855,COMPACT,2.0,4,A,7.0,Z,9.4,6.4,8.1,35,186
1838,898985731027303558,COMPACT,2.0,4,A,7.0,Z,9.9,7.4,8.8,32,202
1839,682622843564504346,COMPACT,2.0,4,A,7.0,Z,10.2,7.7,9.1,31,209
1840,3456169025699337963,COMPACT,3.0,6,A,7.0,Z,12.1,8.5,10.5,27,242
1841,7312916163494491042,COMPACT,4.7,8,A,7.0,Z,14.5,10.1,12.5,23,288
1842,2540721621708716534,COMPACT,5.5,8,A,7.0,Z,15.1,10.8,13.1,22,301
1843,2998963092666354276,MID-SIZE,2.1,4,A,7.0,D,8.6,5.9,7.4,38,200
1844,3637381177133641592,MID-SIZE,3.5,6,A,7.0,Z,11.9,8.2,10.2,28,235
1845,3158564449981439220,MID-SIZE,3.0,6,A,7.0,Z,12.0,8.5,10.4,27,239
1846,4694492234283924553,MID-SIZE,3.5,6,A,7.0,Z,12.4,8.8,10.8,26,248
1847,4297887736665728789,COMPACT,3.5,6,A,7.0,Z,11.5,8.1,10.0,28,230
1848,228530502068259402,COMPACT,3.5,6,A,7.0,Z,11.8,8.3,10.2,28,235
1849,7701965648866822932,MID-SIZE,4.7,8,A,7.0,Z,12.9,9.6,11.4,25,262
1850,6522563603810565467,COMPACT,4.7,8,A,7.0,Z,13.7,9.2,11.7,24,269
1851,2002191430119428006,COMPACT,4.7,8,A,7.0,Z,13.3,8.9,11.4,25,262
1852,4064945775724293905,MID-SIZE,5.5,8,A,7.0,Z,15.3,10.8,13.3,21,306
1853,7497099304652389154,MID-SIZE,5.5,8,A,7.0,Z,15.2,11.0,13.3,21,306
1854,7109641772678147901,SUV,5.5,8,A,7.0,Z,19.9,16.1,18.2,16,419
1855,3218255152542378992,SUV,5.5,8,A,7.0,Z,20.0,16.6,18.5,15,426
1856,3019509624102340928,SUV,3.0,6,A,7.0,D,13.6,10.0,12.0,24,324
1857,3538947987501709938,SUV,3.0,6,A,7.0,Z,15.2,12.6,14.0,20,322
1858,6412123578450202549,SUV,4.7,8,A,7.0,Z,17.5,13.2,15.6,18,359
1859,4414377792350787294,SUV,5.5,8,A,7.0,Z,18.2,14.0,16.3,17,375
1860,6024191516289414370,SUV,2.0,4,A,7.0,Z,9.8,7.4,8.7,32,200
1861,7866440104751928325,MID-SIZE,2.0,4,A,7.0,Z,10.5,8.1,9.4,30,216
1862,2733145547641642806,SUV,2.1,4,A,7.0,D,9.6,7.0,8.5,33,230
1863,667524819346399847,SUV,3.5,6,A,7.0,Z,12.6,9.6,11.2,25,258
1864,762662543843722434,SUV,3.0,6,A,7.0,D,11.8,8.5,10.3,27,278
1865,3632254620200780151,SUV,3.0,6,A,7.0,Z,13.3,10.4,12.0,24,276
1866,5084744003410278117,SUV,4.7,8,A,7.0,Z,16.3,11.8,14.2,20,327
1867,3482186779765735314,SUV,5.5,8,A,7.0,Z,17.3,13.5,15.6,18,359
1868,3449268042921283476,MID-SIZE,4.7,6,A,7.0,Z,12.6,8.6,10.8,26,248
1869,6764280984128555226,COMPACT,4.7,8,A,7.0,Z,14.4,9.8,12.3,23,283
1870,6737095392784757578,FULL-SIZE,4.7,8,A,7.0,Z,14.8,9.8,12.5,23,288
1871,6840640075943469191,MID-SIZE,4.7,8,A,7.0,Z,14.7,9.1,12.2,23,281
1872,285036142643027635,FULL-SIZE,6.0,12,A,7.0,Z,18.1,11.0,14.9,19,343
1873,7867672830540826693,FULL-SIZE,5.5,8,A,7.0,Z,15.7,10.1,13.2,21,304
1874,7394519479606067219,COMPACT,5.5,8,A,7.0,Z,15.7,10.1,13.2,21,304
1875,9124923089232477482,FULL-SIZE,6.0,12,A,7.0,Z,18.5,11.8,15.5,18,357
1876,772833223854603993,COMPACT,6.0,12,A,7.0,Z,18.0,11.3,15.0,19,345
1877,1463961550266976291,TWO-SEATER,4.7,8,A,7.0,Z,13.8,9.5,11.9,24,274
1878,4340680944374943610,TWO-SEATER,5.5,8,A,7.0,Z,14.7,9.5,12.4,23,285
1879,3237836715709424115,TWO-SEATER,6.0,12,A,7.0,Z,16.7,11.2,14.2,20,327
1880,4961008477612112500,TWO-SEATER,1.8,4,A,7.0,Z,10.4,7.2,9.0,31,207
1881,2066249841840486716,TWO-SEATER,1.8,4,M,6.0,Z,10.4,7.2,9.0,31,207
1882,176157329554369920,TWO-SEATER,3.5,6,A,7.0,Z,11.1,8.1,9.8,29,225
1883,6616512142141454863,TWO-SEATER,5.5,8,A,7.0,Z,12.4,8.5,10.6,27,244
1884,6972091533324687435,TWO-SEATER,6.2,8,A,7.0,Z,18.1,12.6,15.6,18,359
1885,52966665996371224,TWO-SEATER,6.2,8,A,7.0,Z,18.1,12.6,15.6,18,359
1886,6165787745025384509,COMPACT,1.5,3,A,6.0,Z,8.5,6.3,7.5,38,172
1887,8173656379526105064,COMPACT,1.5,3,M,6.0,Z,8.1,5.9,7.1,40,163
1888,1474696309520427408,COMPACT,1.5,3,A,6.0,Z,8.5,6.3,7.5,38,172
1889,8813910888303331145,COMPACT,1.5,3,M,6.0,Z,8.2,5.9,7.2,39,166
1890,3974461225229241825,COMPACT,1.6,4,A,6.0,Z,8.6,6.5,7.7,37,177
1891,4786019564122506476,COMPACT,1.6,4,M,6.0,Z,8.4,6.4,7.5,38,172
1892,4700191756788131734,COMPACT,1.6,4,A,6.0,Z,9.4,7.9,8.7,32,200
1893,1563775339258763386,COMPACT,1.6,4,M,6.0,Z,8.4,6.4,7.5,38,172
1894,999392363481711692,TWO-SEATER,1.6,4,A,6.0,Z,8.5,6.5,7.6,37,175
1895,9029830464908053709,TWO-SEATER,1.6,4,M,6.0,Z,8.0,6.4,7.3,39,168
1896,3952991744296168658,COMPACT,1.6,4,A,6.0,Z,9.4,7.9,8.7,32,200
1897,8340677724889483222,COMPACT,1.6,4,M,6.0,Z,8.4,6.4,7.5,38,172
1898,6767771025486969297,TWO-SEATER,1.6,4,A,6.0,Z,8.6,6.5,7.7,37,177
1899,8501096748377719486,TWO-SEATER,1.6,4,M,6.0,Z,8.4,6.4,7.5,38,172
1900,7417787293076755182,COMPACT,2.0,4,A,6.0,Z,9.2,7.0,8.2,34,189
1901,3453825222302524937,COMPACT,2.0,4,M,6.0,Z,10.0,7.0,8.6,33,198
1902,8832206848126719579,COMPACT,2.0,4,A,6.0,Z,9.2,7.0,8.2,34,189
1903,2110736056920885689,COMPACT,2.0,4,M,6.0,Z,10.0,7.0,8.6,33,198
1904,2951367080496859204,COMPACT,1.6,4,A,6.0,Z,9.2,6.8,8.1,35,186
