address,year,day,length,weight,count,looped,neighbors,income,label
1P8aUXWna8LbephP9J8d1guwVCrxMTCJWu,2016,325,38,0.0006510416666666,1,0,2,1709263205.0,white
1AvYhLG8NqnTUpfuJLou4uU9CVH9mHjGjb,2014,132,2,1.0,1,0,2,44100000.0,white
16JtjTcrX29YDXLNA3NLewJBg8eTNEwdV6,2016,179,0,1.0,1,0,2,40390363.0,white
1DWqgWMGs8kXPWFuE2KAT2SxD2nAZtGpJg,2014,45,0,1.0,1,0,2,35127836.0,white
1BH4aPouuh8bCxpqjtGk1FknSDcVXTe3M,2015,192,16,0.427083333333333,10,0,1,182000000.0,paduaCryptoWall
1MsCsEPC43GC3j2GA96nV36NysKX747tE,2014,151,114,0.625980861776047,6,2,12,21270000000.0,paduaCryptoWall
1MmEQpijESdhzNHWuh1whGGQye9HTZMJFZ,2015,45,2,0.0625,2,0,2,1683150000.0,white
1CKRC2D82TT8Pq6RMXfqphdQE95nNuSFg6,2011,136,66,5.96046447753906e-08,1,0,2,1268000000.0,white
1Hk6TmiiW2us3S6xSmqRr2xVp1w4u9jHuC,2012,189,0,0.5,1,0,1,36560000.0,white
16EiPcpo3VzkB5yhBUyXprHwozYaakctz6,2016,160,144,0.0480123903133261,790,0,2,120990000.0,montrealCryptXXX
1PwvLm2M41S9N7U8E6fJSmtQSK6ndkDHud,2016,53,144,0.0069467400283746,5399,0,1,200000000.0,princetonLocky
1J2HmxhQh3UpteCkBYRoKpwu3CM8UoSgk5,2016,272,144,0.0892317515943786,5100,0,1,400000000.0,princetonLocky
1GzDc7xLN62FatfsNpzDwHKo3LbbQ3XZP3,2016,152,0,0.125,1,0,2,245050000.0,princetonCerber
1C3sBQJK68GPTxJivF1CPRXvn4EobYi93L,2018,258,0,0.5,1,0,2,200000000.0,white
1MwsvXf8op1JCe9PS2HFWYCK8DasxqVsAP,2014,70,2,0.5,1,0,1,490000000.0,paduaCryptoWall
18zpvnC1RRcQnNTEryb1GjoR46d7b3adRa,2017,107,6,1.875,4,4,2,100000000.0,princetonCerber
18NEYTeUAU1VFVhrruuc1oJveRZ2hHou5L,2013,123,0,1.0,2,0,4,4000000000.0,montrealCryptoLocker
1NGxKC8QSC9HT7oSmae6e24HDpt3VrWrbW,2013,332,2,1.0,1,0,2,175000000.0,montrealCryptoLocker
14GdM9FYPan5FFQMT72dNEMkApbmgLJdiM,2014,99,144,0.0018383671365172,1554,1554,2,129674847.0,white
1DjuPbpdaGMbf6X6A89zimte3y4KQhMFYy,2016,280,20,0.5,1,0,2,33040367.0,princetonCerber
3EXN5tngv3wHSFhE6DCnoYDhsve68BzH5K,2018,34,0,0.5,1,0,1,394190201.0,white
17A7ZuQ65XDbUeFvZrLi9jq2H94UFsg2HR,2013,318,144,0.285716244344645,1732,1724,2,100000000.0,montrealCryptoLocker
15MV2CVDL1sWXADCunkJ8WN3AmYxRdjujc,2014,103,22,7.2337962962963e-05,1,0,1,148700000.0,paduaCryptoWall
1B4i5GpjbRWBL1XWSkf8wyPTXKkQU5MRsQ,2012,316,22,0.173901236631016,7,0,5,400000000.0,white
13ivJyWPneQtz1Sf7gFNkrVUtJgU4TfL2X,2015,285,14,0.078443287037037,7,0,1,210000000.0,paduaCryptoWall
1Dk8XERnzAkR5ttJhnjzGA559xDYjnaVE9,2017,84,22,0.001953125,1,0,2,100000000.0,princetonCerber
12AoKvQ7t2koMxPiphz9r7spNo34un9Ngt,2014,222,144,0.345661182489336,1036,0,2,513510000.0,white
12YursV58dRT2c9iuZg3jEWfwgTDamBcnd,2013,259,6,0.25,1,0,2,79600000.0,montrealCryptoLocker
1Db49coAV5ZnD1JNpiztfyhH33pSmiNsA1,2017,294,0,0.5,1,0,1,130298916.0,white
186hzizPK5bKQE5ZtQLC8RAp2P3bAwdC9h,2014,79,0,1.0,1,0,2,137980000.0,montrealCryptoLocker
15WVw7S91ffYihAhXYq3uwaWiMCJhR9Jsv,2011,112,26,0.0228443287037037,41,41,2,10104000000.0,white
1FFHTYbRyW1gjiNL3XDrbNSV7SQ1DfXpiE,2014,94,0,1.0,1,0,2,40960000.0,white
1rdNwiASZk8b6buVEQerQZCCWxEB9WwUE,2015,138,40,0.0366349021401233,44,44,2,220000000.0,white
13uFscaeopNixcgdT9zNof9C3QgteDFixp,2017,63,6,0.25,1,0,2,100000000.0,princetonCerber
1KoNNTLXfnTC4uRu1zj84qTnm7vgV3zih6,2014,78,144,3.0216796876246,2112,27,7,1805000000.0,paduaCryptoWall
1yA3czfyuUeYHwgNZnvBSatU8Z7GJffj2,2015,204,10,0.1875,2,0,1,177000000.0,paduaCryptoWall
1H5qUhs12nfxGFVop2FHwjZBpNy9sZBb2A,2016,273,2,0.25,1,0,2,300000000.0,princetonLocky
16oy3CWx1my64W2KN5nDHTMQ17r1S2nRV7,2013,320,0,1.0,1,0,2,92748187.0,white
1AytvapLPgVSMxXjP9aeGpdBCF7xZsR2Qv,2013,308,40,0.0009765625,1,0,1,31500000.0,white
1LXrSb67EaH1LGc6d6kWHq8rgv4ZBQAcpU,2013,187,0,1.0,1,0,1,6717090000.0,montrealCryptoLocker
1C3gV9DfG6ZaZbWM5X1x5JvEkxFZBmiEqL,2016,211,144,0.165913257800101,2269,0,1,120000000.0,montrealCryptXXX
178UGQP1PefTPDm71KMXFtcxZ6t4GmRtW4,2017,20,14,0.03125,1,0,2,100000000.0,princetonCerber
1EPe7MwjM33voudD5gr3SAbjwW75WFwxpP,2014,93,10,0.00625,1,0,1,100000000.0,paduaCryptoWall
1MREw4wu7SbEYvi6feuGk6wSMZh6GrfCa3,2014,37,0,1.0,1,0,1,30000000.0,montrealCryptoLocker
1HvFQAw1X3pbPeh1bpFjzudNCqzR77UsP5,2016,47,0,1.0,1,0,2,37300000.0,white
18GpHascF7KhSbrQ1qmPT7k5xoK6QmNUgj,2017,75,144,0.0361712440071994,4334,0,2,80000000.0,princetonCerber
1B7quha397JtuKrWFLat6n7d5xtJzafZZu,2017,155,0,1.0,1,0,1,118894180.0,white
19RRyBC8yuXVJL1s2Y5mXRXpjVdx2RDJ8B,2016,304,144,1.68207971974449,4032,4023,4,159233304.0,white
1KbPJav68DjECUdapwaHE82NGeSRCRRe2M,2014,148,144,0.100531433067591,1999,1997,2,30000000.0,white
194Wi2hnGXtMAZ1mpxb9DD46v3J1eWPcHb,2015,27,144,0.497492719161733,2479,0,2,45461488.0,white
1H5GtUx37VD1CENkPWGDXjyNooLrNTynYT,2014,92,144,2.64107142857143,1805,3,3,194040000.0,paduaCryptoWall
1BazK1XE8KhEpAEaHEMrrxrUYT9D8GNwAp,2014,17,0,0.5,1,0,2,51010000.0,white
1JZCmwMheo2gk3yCpS1uP9xiY9992ARqjX,2015,312,0,1.0,1,0,1,520304900.0,white
17bWaxaREKVsWhK3cfKCCMnJjs1ym1cRV5,2015,163,6,0.125,2,0,2,77063617.0,white
14gZENATpsbfv7wf6GN2vd9xVDBVWfgRmC,2015,112,144,0.018751474337224,1745,0,1,499990000.0,white
1GDnufP84YrqauhekSeEUGTMJuTJot1x9L,2015,329,144,0.0293483254986661,3491,0,2,99817721.0,white
3CBQ3SkJeRTjnEQWhquBpauEtgewHDtv8E,2018,220,0,1.0,1,0,2,45775420.0,white
1CrydWVmE6sVXmVDdyRCTnzJGRN1TNKGKb,2013,330,6,0.25,1,0,1,52880000.0,montrealCryptoLocker
1KMRQa63Z8TgMsHoMpqm7j2GYGdHyUCy2H,2017,39,0,1.0,1,0,1,132745251.0,white
136SJ2SzNkbFsbZMYBgVwi7cn2YEL9ZR3x,2014,69,0,1.0,1,0,1,32155436.0,paduaCryptoWall
1HyTkVyv68rBkYozaLLueMNfGebDCpAFVZ,2014,69,144,0.152269489144585,1015,0,1,1641290000.0,paduaCryptoWall
1HRjsDGqjkPiEj86B4Sx7z1kQhzKTLANq7,2016,77,144,0.0119752749879206,6558,2555,1,400000000.0,princetonLocky
1E4K1DJKo5CgLNrP7e8h4Ztu3sDE5VrsfH,2016,92,0,1.0,1,0,2,100000000.0,princetonLocky
195zHEKgCSd8tXuyyE8zsQY4asQxQkR1wu,2017,79,66,1.9073486328125e-06,1,0,2,80000000.0,princetonCerber
1AbFAwxBUZ7Hm7kHh4uRwYpgoZB5V8uPMg,2012,261,32,2.89161755908932,60,0,2,87000000000.0,white
19L9F9RDJJb67i6MPR1mH13V8brD7nxPnq,2016,183,6,0.0629776200873362,6,0,1,400000000.0,princetonLocky
19sUq7btf49S4gMBKES4NUa5ez8dZqX84N,2013,289,144,0.62840633029072,1995,0,1,200000000.0,montrealCryptoLocker
1G2nxgvXSmRris87uzWY65LWmfKB4xLnCS,2016,200,8,4.0,3,3,4,1614497284.0,white
17PmMZffacfgsneD1YWAeGNEFsecxi9rGo,2016,87,68,2.07500915527344,5,3,5,364920886.0,white
191GEByWJ2qLaZ976LP2LUps5sr1dU3APG,2014,361,2,0.0004716981132075,1,0,1,38168137.0,white
1Hqo6JamqH7DZ9ehDfQGu2ZpbrJr93Nh5r,2015,212,0,1.0,1,0,1,190000000.0,paduaCryptoWall
13phYeXWxPdBdwpkf55r7rWXPyZ7QjY71V,2014,185,0,1.0,1,0,1,688900000.0,paduaCryptoWall
1L6nbTiUnWprxVZXoZBYHGfMXw8APSxT3x,2013,169,2,1.0,1,0,2,83185046.0,white
1Hm9mqZVBTy3PXfKapFqdyWNf8P1ZVZRj5,2015,7,0,0.5,1,0,2,500000000.0,white
1PTizVYLYCJKZmoSVDjua3KdSR62Jfztih,2013,317,144,2.71994259341565,1704,1704,7,252516524.0,montrealCryptoLocker
15gmQeYVRd58zoc9gBgQySKAWabvd4krqR,2016,73,20,0.0357142857142857,1,0,2,748574329.0,white
19m8u8N4GBnEfDkYWNCMDq4RdtH1ppGNtk,2015,337,104,0.22265625,6,0,2,49350000.0,white
1FgPEEDGRC4YsiqWF2Rj3sKWt37EVnpRX4,2014,305,2,0.0555555555555556,1,0,1,31600000.0,white
1MQTu5ZvKU8BR5dbAfCDMBnxsK5FhS4i8a,2011,203,104,0.0039062518626451,2,0,2,223280222.0,white
1JxoKdqe6roddYoSfiDhRfbsvZ7U6AqFcX,2014,78,2,5.0,5,0,7,6499950000.0,paduaCryptoWall
1uBSS8ExymQRahfyUqAVuxF7b43Xqd1B4,2016,124,144,0.475379498201183,5496,0,1,510000000.0,princetonLocky
3H7CyYGRaB8c3zHwbfZX6NjXTFf55GMAoW,2018,262,144,0.0590860858504777,5420,0,2,360259867.0,white
1FfajYuxvSZwKu7EEYDpFTrzLUwoEsWhCF,2016,233,144,1.05325916670342,1438,0,2,70754570.0,white
138ne6NARcNYmMrDjA5UxwdTo5qyXzeoCg,2016,222,26,1.072265625,11,0,1,400000000.0,princetonLocky
1NSnxYJFEHJWstfhmpTwdnnqQWvCkAZCgB,2015,352,144,0.23937276689693,7437,0,2,906654625.0,white
3ER53v22G1XEwaadrDExM2QwvtAUj8pqDz,2017,53,144,0.0007724326125075,1316,0,1,50000000.0,white
1FKDntxe1Pk3Zk2rgcMGbMNXQLpXy2SLAG,2014,175,0,1.0,1,0,1,161870786.0,paduaCryptoWall
144RCacQikgj2eT4xZPBG3uGbTYFusBeq3,2016,280,2,0.5,1,0,2,100000000.0,princetonCerber
13qoMedv4fKQ9bH1fEos2uroAZ2N2Yzkvj,2014,183,0,1.0,1,0,1,48395362.0,paduaCryptoWall
1D7VLNE9gYvoked5WxQNd6paQM2uPgmGkT,2013,107,2,0.25,1,0,2,230000000.0,montrealCryptoLocker
164B5eMbN3aNdpaBKguxuD8RQXtCT25bJ2,2014,85,10,0.5,2,0,4,398833956.0,paduaCryptoWall
1L4GeXhRwbrYRftBhr9SLu87zkuB4bdSXK,2013,288,0,0.0227272727272727,1,0,2,50033899.0,montrealCryptoLocker
1D9s4CFjkwF4dN1gCR4zmvwZAwuTqQv3Eq,2016,134,144,0.0092785561008388,5299,1825,1,110120000.0,montrealCryptXXX
1eiJuQrfMFHECrsa4jo79JGbGSHSMP3sL,2016,221,144,1.00203502260949,3098,0,1,240000000.0,montrealCryptXXX
1CCRcPGHKdd1F68ZUMj4DphqTkJ7mfnDE4,2014,60,144,4.75479007934145e-08,1890,1868,2,101906600.0,white
1LPAUi1LWzCsRLkGFWFdN5sENs1LufBfNp,2014,183,0,0.5,1,0,1,159000000.0,paduaCryptoWall
144MsjfXtBkfykz3dvXHasyTNfU3jt67id,2017,298,108,0.00509751569861,251,0,2,530678994.0,white
1CHstZoauvDsmoXPnwW3UWF8kEemK98Cvb,2013,315,0,0.5,1,0,2,50000000.0,montrealCryptoLocker
1LUGow4mMAKjKR4t53VKPaC951HJD3dRAa,2015,201,48,1.9073486328125e-06,1,0,1,264000000.0,paduaCryptoWall
1e8AChtVzF8n25vupAjGGxt2NxEAyAtqc,2015,273,144,0.416759964167139,2283,0,2,199950000.0,white
1MEZHGGWWXt7Zf9EvczxtCBRkMyK3SH2BR,2014,106,0,1.0,1,0,2,350000000.0,paduaCryptoWall
1FKDntxe1Pk3Zk2rgcMGbMNXQLpXy2SLAG,2014,115,0,1.0,1,0,1,107900000.0,paduaCryptoWall
1CSmEMCWcBwsdmRY7sWGwHcRT9Ca9nJQe3,2016,190,2,0.166666666666667,1,0,2,120000000.0,montrealCryptXXX
1LygTHjQtprX5wjjVjNZVCkD9J5ySqxgD9,2016,194,84,0.0156326293945312,2,0,1,300000000.0,montrealDMALocker
1F9P9JBrogB8Rtfxe4MfqyhzQrW7GXagMK,2015,153,0,1.0,1,0,1,217000000.0,paduaCryptoWall
1Jpguiy2aDFHyKzmwwdzPgE1xDHK1AvVbo,2017,13,44,6.103515625e-05,1,0,1,250000000.0,princetonLocky
14PPBt4Yhr1ofnMSaHuG2Uu3uECQKcJYut,2012,87,10,0.0007372835497835,3,0,1,100000000.0,white
18BNz1XtbwhvC34VchWb8UdbCwHq9ZdW5t,2016,218,144,0.0008046983857354,131,0,1,250000000.0,princetonLocky
1NjYNzE1cBCE4D3rWEhEkjjgK8kDF84nzj,2018,241,0,0.5,1,0,1,832054800.0,white
1PKfVNBGTG853vgQzXh6wVXv2uJ85WdR1S,2016,83,0,0.5,1,0,1,100000000.0,princetonLocky
145jjocrvUg9isuTTXLGKwith8LwX96ztN,2016,326,12,0.0625,1,0,2,100000000.0,princetonCerber
195QXDBvuAxrFDaen23eyhkGjduoVNkg8J,2016,144,4,0.2,1,0,2,120000000.0,montrealCryptXXX
1JKSooHr4iqbP1E8V5MDxxcg5DPoYdHbx8,2015,30,144,0.307615464307522,1081,0,1,182050000.0,paduaCryptoWall
1Gq2dnfSheekbAxpupEMaS7SjJ9iQyhPhS,2011,365,6,0.125,1,0,2,2534535891.0,white
15dULFjBdQrCYhza3drTNCaDFHkHXra4e2,2017,339,0,2.0,2,0,2,141023155.0,white
1F5nZH6k3jhtuvjV7GcJ6B8sWHjyNxVt4M,2014,89,46,1.01725260416667e-05,1,0,1,83102744.0,paduaCryptoWall
1JPRgBfYqVUTYBqh8Qb7MNsNyTvh2FT5Yj,2016,295,18,0.25,1,0,2,100000000.0,princetonCerber
1Ym1zJXPZ88MjUsT17ZRfr1TVfdkAagMn,2014,184,144,0.0005822690521703,778,0,1,200000000.0,paduaCryptoWall
1Joev7BqqBKAxhrYs9sLfJVYvYYxKU4j1b,2017,129,0,0.5,1,0,1,115315660.0,white
15BRFcgTCDoNYwttt3LRaQz72W2fjQ5e34,2013,148,10,0.104166666666667,2,0,2,153864857.0,white
15BwA67iT8HY7GKxSuzc5bsSmx1oWNvqzt,2014,157,10,3.5,18,0,4,554208000.0,paduaCryptoWall
16C8bXQnGUwHLvbhre4zWMt1BeYSR9qghS,2017,58,6,0.0208333333333333,1,0,2,75000000.0,princetonCerber
15F4h2UuUGxGeSauWViwXc8VeYawaeA9d9,2015,306,8,0.1,1,0,1,191870000.0,paduaCryptoWall
15LV8V4gmXPvDvNC4sovedY2WUQQsSQv6f,2014,94,0,1.0,1,0,2,46162461.0,paduaCryptoWall
1Q1rugTpkkX4TQ1Jri39zjGrs3ViBoFWot,2014,80,144,0.0260964324069651,1746,1550,4,145100000.0,paduaCryptoWall
175zcLEeoKbKMs3hP1UR9NzRHrC4p916NU,2013,292,14,12.56125,33,5,26,7845990000.0,montrealCryptoLocker
1D6PpqhkpKGWaV6qKt9ucUJgGiCnjPJZXT,2013,345,0,1.0,1,0,1,30000000.0,montrealCryptoLocker
1X3Xz5UvdvWyiW1AqEdF2nZMrD6VnUYEb,2018,224,144,0.0347713162998172,2995,0,2,36074736.0,white
1H7qcRZtSiv5WTUxSMjt1ZJ8dnxuhUsEwW,2017,8,6,0.125,1,0,1,75885588.0,white
1LHfcvurh1pxf7rouq8Mn4e2h1W9qcD1yg,2013,78,10,0.145833333333333,3,0,1,194974999.0,white
1AneoGCy2unDNSMcbDYp2314mKh8G8gvk4,2014,10,0,1.0,1,0,1,67030000.0,white
1KcaNc8M1YwCE3SJuLGpwCqCcRkcRRx3TD,2011,88,2,0.0025252525252525,1,0,1,1008000000.0,white
1GvTaprQyPEWphFmjMnK1QFsbjUvpWepJu,2012,70,6,0.0357142857142857,1,0,1,136172000.0,white
16sdBdUp9R4S1f9axqUTXWmWcfwrUaM2PJ,2016,231,0,1.0,1,0,2,84460000.0,princetonCerber
1KrmHVpBSLb5Ewb7rbtCbQssWY75CRmyer,2016,326,20,0.125,1,0,2,34999883.0,white
1DKGDYx3oykQ9DLzGNBWSJyt6jn9Jpx9UP,2015,47,2,0.0416666666666667,1,0,2,35751116.0,white
1KcNZCycxX6fxnZxwuG4YtZN5Uua3nk84R,2014,83,144,1.00464742168456,1730,1669,1,249940000.0,paduaCryptoWall
148YYR6JcU6bwhzgtLNvcwJxzF62gsSFks,2014,10,0,0.5,1,0,2,304000000.0,white
13uzajM6K2vDg49MpqZTNHSmEmu2w729xQ,2014,320,144,0.0002849751011538,1388,1387,2,126370000.0,white
1AU6pg9nL7tWpUur7cmUvRDxu7ftpXx9L3,2015,336,0,1.0,1,0,2,32490000.0,white
18rukYRY75bkemDprp2KXX11mfGnUEsB9r,2016,183,50,9.1552734375e-05,1,1,2,82740000.0,princetonCerber
17Y3A55sPEXQDUUMXq2xtEJ91yLnQLzLCJ,2016,78,0,0.5,1,0,1,50000000.0,princetonLocky
1K338caa9otBUgrkbZAaU2HvhmgqAgBc6B,2015,9,144,0.132813329729252,1995,0,2,88990000.0,white
1HbiLn5Ber2ycYBt5hHKZRfXS89vuAam55,2015,279,0,0.5,1,0,2,250000000.0,white
126iRhq8rAKHo7W3euvuCnJ4FoQzHTpGWr,2014,67,20,0.125,1,0,2,86946842.0,paduaCryptoWall
12VMWQGxXeKbXzgWEqV4wjzEmsbVT9Beue,2011,306,6,0.522727272727272,46,0,2,4919694975.0,white
17xrmK421GrYbPqbt3XxFJKdRyEh9636Rd,2013,213,2,0.25,1,0,2,225217077.0,white
15VLNcbohAKUqNQL9fM7kLdmNkZJnaR7EH,2015,317,4,0.75,2,0,1,215000000.0,paduaCryptoWall
1DGDyiUyesHjVj1sEnVD9VPugsvgx5Uga9,2016,267,16,0.0131405651340996,15,0,1,300000000.0,princetonLocky
18ZbtwxpTQPUjzbi2Z8Mqak9BEr8tJSfAq,2014,79,0,1.0,1,0,1,139051134.0,paduaCryptoWall
1HVQnLxoBXC1vJhuKZdQNdNgRgriZMeAvx,2017,164,4,0.5,1,0,2,50005000.0,princetonCerber
1AQMTU3yTggfyGMK9F2FkrVZjkE8NJBXiz,2016,260,144,0.0001388525330984,5167,0,2,400000000.0,princetonLocky
1BTabpFxjjrGUkXZYPPcEsasTdQB5ewVWy,2017,81,10,0.015625,1,0,2,80000000.0,princetonCerber
1A7re1RgkN4YAPM5PhbpXXLg8jHrd6W8Xm,2014,82,2,0.0454545454545455,1,0,1,100000000.0,paduaCryptoWall
1KfDSnJVSWdEtAVh7Fa91m8g3UHrgerSDF,2016,293,10,0.125,1,0,2,80000000.0,princetonCerber
1MgH3sp6fCTGsAxqUQvMZE52EqsvZa4tvQ,2016,163,10,0.0426994301994302,5,0,1,215000000.0,white
1ALvY2AtV3vDA7jziCJzVgZf9PQD4cpJnr,2011,274,0,1.0,1,0,1,1560000000.0,white
1DtsSKebUpg1CC34XMLcSPd2mLJBwqYhy9,2014,110,16,3.31475182665659e-05,2,0,2,65000000.0,white
1BcAZjT1zrvrGH1sKCPR3nnBijwaS7Agep,2014,75,6,0.394230769230769,12,0,1,1250000000.0,paduaCryptoWall
3MhLHjKDtH7KjbbY7NLwFeBBXh3Qx5by3k,2015,214,144,2.8739547976816,1475,0,2,1999891509.0,white
33sNN3L5UrqHm7n5yZqCxJebZaDA5kdciA,2018,89,34,1.0,1,0,2,1029506761.0,white
1NyajJGja5x2MWrd41qsS7unSRZkXj4SC5,2016,133,144,0.253048780487805,475,0,2,120000000.0,montrealCryptXXX
1CF2ye8DY7SBYr4gBw4vLUijxK6BVvDVTC,2011,209,0,0.5,1,0,2,28904793365.0,white
18A97wy3js8EM4v5SKWH26VZoud7Nm2kT8,2016,186,2,1.0,1,0,2,100000000.0,princetonCerber
1BCRuRA9mgVuhSkLBgvVrgSP6MZ3ri9Xrt,2013,284,2,0.0263888888888889,2,0,4,193033755.0,montrealCryptoLocker
18zpwS5gVxLyEPHktStBB3JHHZvnUAPAgx,2014,308,122,1.19209289550781e-07,1,0,2,194590000.0,white
1BUpYvQqQrNZhdW1Duz4XpABBM85UQGKeq,2016,325,144,0.0034649301521084,1336,0,2,341078000.0,white
3Ao2TDz58cxt9RAL39q4ze3G5h9htk9NhA,2016,292,0,1.0,1,0,1,47108333.0,white
1JjFG5NizBtM7Mdwy468Geqj1cokTfkz3f,2014,360,6,0.25,1,1,3,2313531200.0,white
1MBwkTssJkqRvXmAFcSEZ3xTD39A9rkyYA,2016,339,0,0.5,1,0,1,100000000.0,montrealGlobe
16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,2012,237,40,0.0001220703125,1,0,2,663755178.0,montrealCryptoLocker
1A13UzVLP328hNFR22RJiL2KmKTRQgo8UZ,2014,71,144,0.764645647017893,1447,1404,1,104562000.0,paduaCryptoWall
1EvSwCu3jh9Gtri9Lb75hRwTT7cmVcvC6k,2012,308,10,0.379583692838654,52,0,2,140950000.0,white
19Kk5gyGzL1Y5wvH37SSbUFJLobpx32aZw,2013,135,16,1.0,1,0,2,183040896.0,white
1gGMvUcSMMmjXXhtVeXNmP4oHraWJuj8G,2014,181,0,1.0,1,0,1,66000000.0,paduaCryptoWall
171b5V6axZ1fj8WY2vVkho4j9Fo2bADtN7,2014,83,40,4.72348572530864,18,0,9,7500000000.0,paduaCryptoWall
1L7SLmazbbcy614zsDSLwz4bxz1nnJvDeV,2014,219,10,0.370833333333333,4,0,2,38980003.0,paduaCryptoWall
1HQEQC2h6Jc7ZbTGSh2cYKTSwTTai3UmMZ,2015,148,2,0.5,1,0,1,213000000.0,paduaCryptoWall
17CShkqepMLHizGySoedYUNCew86DzL84X,2016,69,2,1.0,1,0,2,50010000.0,princetonLocky
1HcVHqFrFKTUabMQRRjffkf8D3BPLQP3w8,2016,109,2,0.625,1,1,3,247928989.0,white
1NyHqBK1bbS7YkXXotXC7orMmTvGjK9Vky,2016,85,144,0.0211808453023234,2672,0,1,410000000.0,princetonLocky
1EorKeWPpJEwrALbCGqHsqkifK1u8RwpCm,2016,144,0,0.5,1,0,2,55222478.0,white
1G6ntWqNUkoikicAeMPAaP1MaRg45bLQSb,2017,171,28,1.0,1,0,2,8102993864.0,white
15AGTtYoAiz5PhS4cLzAWkmJJhuvY5xzBL,2016,306,28,0.125,1,0,2,100000000.0,princetonCerber
1Lxj1NB4712i9ESkcTfiJy1rMXvQvpx2pW,2014,74,2,1.0,1,0,2,45000000.0,paduaCryptoWall
1MKQEH7UW5EevY1oEepTAtpefiUKpNHcYj,2013,238,6,0.875,4,0,6,1469000000.0,montrealCryptoLocker
1MNXQEqhh6pd8nUcZUCzPj3BsG4tRmJtem,2012,281,0,1.0,1,0,2,4086898268.0,white
1MJfdTcXWRgZjpUCL3SzSVrsNkHVh47yPM,2017,116,2,0.5,2,0,2,84845610.0,white
3HUFwwnb6h834rB94mpAM2HjkTgyHmGqfV,2018,13,0,1.0,1,0,1,69775476.0,white
1GyAmyC8em8SExG5Z78pYM7zGzfg9Asphg,2011,148,46,0.0079355239868164,3,0,3,316000000.0,white
1Qd1C16uaVEht6UXqaTD73JeT5Sc3pR6a,2016,306,0,1.0,1,0,2,100000000.0,princetonCerber
17jAW9C8naw5JPgnbUAxvtVa8c4dxCEiMR,2012,93,2,0.0318282753515914,45,45,3,249000000.0,white
1DnoLYNsMBuFXun6B4GX6hDgRyPsRD39Vs,2013,48,8,0.5,1,0,2,2366245262.0,white
1EV11npJh1mZXqnCHLuRFzusjdk9p22NFw,2016,64,4,1.0,1,0,2,35980000.0,white
171b5V6axZ1fj8WY2vVkho4j9Fo2bADtN7,2014,87,14,0.533203125,4,0,6,5700000000.0,paduaCryptoWall
1PgkXa8xRL4j3wAaXvN2NAagbNYJoMQCuj,2016,160,10,0.25,1,0,2,120000000.0,montrealCryptXXX
1FdZL34D4EZYV8RCHywckJM4RX4uLF5ATH,2013,65,2,0.0476190476190476,1,0,2,50556384.0,montrealCryptoLocker
13ts9R7S5tNNeYpUDHvBUpWPD3vooMA1UL,2012,59,0,0.032258064516129,1,0,1,100027603.0,white
17Nj1Ya5dFxZ4VY1ZceHd3hfpKS7P9BXfb,2014,186,4,0.5,1,0,1,489900000.0,paduaCryptoWall
1NySxUxc4RfXvDVJBKt6bxhR1A9qJq7pcx,2012,26,0,0.5,1,0,1,81823000000.0,white
1PMrzVUGSJcH2DWUJJpyuPKxpJ7p2zfhva,2017,254,2,0.125,1,0,2,112816153.0,white
1M3gKoNfNrQAEKEzqKzcrG6AtdXFzMXQWN,2016,333,2,0.5,1,0,2,100000000.0,princetonCerber
1Cs1yoy54P4UD2EuW4inMBtkWuypZQKjG9,2016,293,0,1.0,1,0,2,100000000.0,white
1Jz7Aosfm9VJNK6PLMsihhP2A8pBziGTZh,2014,81,144,0.200706584191701,1473,0,2,35000000.0,paduaCryptoWall
16TmmDiYyFwHz793xGqCjmgRujBckBB8sK,2017,89,2,0.25,1,0,2,76550000.0,princetonCerber
1FwYSRWgMGKcKi4XWK42FAXcF2mLjLXFmQ,2011,50,2,1.0,1,0,2,4808000000.0,white
1A4CrYtsLvy5h8K6BYszVH5Jch2gxmc5ML,2013,295,0,0.5,1,0,2,67649747.0,montrealCryptoLocker
1FWeSvtEVT2bheN2vzN9Yi5uBFMsAcm24X,2017,299,2,1.0,1,0,2,117752770.0,white
1ArD8Wk7mu1XMGDiYmgEHHxARmRpxe52tw,2013,337,72,4.21925327881323e-09,6,6,2,106461304.0,white
1QgTuQXf1ETiV1VJC9sh5A688ri2rT5hy,2016,49,0,0.5,1,0,1,50000000.0,princetonLocky
1Q4FdD5h89WyBUniWYUpzDEriH8KkNhj28,2014,142,2,0.5,1,0,2,86758589.0,paduaCryptoWall
1KRUTHCFsSsX4ZLBTnYzAVaXJeuXbQ7m8N,2012,199,70,1.33959190672154e-06,1,0,2,900438562.0,white
19SS2iQ92v5vdkjPwnNtSa1xKCcKt19ix8,2013,316,6,0.1875,3,0,2,1956402053.0,montrealCryptoLocker
1BmLPXdQ4wHc5x1Ga51sp2M2PPQTygCWcK,2018,275,2,1.0,1,0,2,40546480.0,white
16EigydfAvjfdVxErPGGRZKJheu8UUjHpN,2017,347,116,0.005064426503436,331,0,2,47107834.0,white
1BWAs9oKR5TaFpnExhVi3vXSJeUmjyHc6o,2016,85,6,0.1875,5,0,2,410000000.0,princetonLocky
14EZSJRGdxaioeDETxskw4FN69NeDjqQNT,2012,263,4,0.125,1,0,2,90534202.0,montrealCryptoLocker
